ID, SourceCurrency, DestinationCurrency, SourceAmount
11174, EUR, AUD,11738236.5
11175, USD, EUR,11739287
11176, EUR, AUD,11740337.5
11177, USD, EUR,11741388
11178, EUR, AUD,11742438.5
11179, USD, EUR,11743489
11180, EUR, AUD,11744539.5
11181, USD, EUR,11745590
11182, EUR, AUD,11746640.5
11183, USD, EUR,11747691
11184, EUR, AUD,11748741.5
11185, USD, EUR,11749792
11186, EUR, AUD,11750842.5
11187, USD, EUR,11751893
11188, EUR, AUD,11752943.5
11189, USD, EUR,11753994
11190, EUR, AUD,11755044.5
11191, USD, EUR,11756095
11192, EUR, AUD,11757145.5
11193, USD, EUR,11758196
11194, EUR, AUD,11759246.5
11195, USD, EUR,11760297
11196, EUR, AUD,11761347.5
11197, USD, EUR,11762398
11198, EUR, AUD,11763448.5
11199, USD, EUR,11764499
11200, EUR, AUD,11765549.5
11201, USD, EUR,11766600
11202, EUR, AUD,11767650.5
11203, USD, EUR,11768701
11204, EUR, AUD,11769751.5
11205, USD, EUR,11770802
11206, EUR, AUD,11771852.5
11207, USD, EUR,11772903
11208, EUR, AUD,11773953.5
11209, USD, EUR,11775004
11210, EUR, AUD,11776054.5
11211, USD, EUR,11777105
11212, EUR, AUD,11778155.5
11213, USD, EUR,11779206
11214, EUR, AUD,11780256.5
11215, USD, EUR,11781307
11216, EUR, AUD,11782357.5
11217, USD, EUR,11783408
11218, EUR, AUD,11784458.5
11219, USD, EUR,11785509
11220, EUR, AUD,11786559.5
11221, USD, EUR,11787610
11222, EUR, AUD,11788660.5
11223, USD, EUR,11789711
11224, EUR, AUD,11790761.5
11225, USD, EUR,11791812
11226, EUR, AUD,11792862.5
11227, USD, EUR,11793913
11228, EUR, AUD,11794963.5
11229, USD, EUR,11796014
11230, EUR, AUD,11797064.5
11231, USD, EUR,11798115
11232, EUR, AUD,11799165.5
11233, USD, EUR,11800216
11234, EUR, AUD,11801266.5
11235, USD, EUR,11802317
11236, EUR, AUD,11803367.5
11237, USD, EUR,11804418
11238, EUR, AUD,11805468.5
11239, USD, EUR,11806519
11240, EUR, AUD,11807569.5
11241, USD, EUR,11808620
11242, EUR, AUD,11809670.5
11243, USD, EUR,11810721
11244, EUR, AUD,11811771.5
11245, USD, EUR,11812822
11246, EUR, AUD,11813872.5
11247, USD, EUR,11814923
11248, EUR, AUD,11815973.5
11249, USD, EUR,11817024
11250, EUR, AUD,11818074.5
11251, USD, EUR,11819125
11252, EUR, AUD,11820175.5
11253, USD, EUR,11821226
11254, EUR, AUD,11822276.5
11255, USD, EUR,11823327
11256, EUR, AUD,11824377.5
11257, USD, EUR,11825428
11258, EUR, AUD,11826478.5
11259, USD, EUR,11827529
11260, EUR, AUD,11828579.5
11261, USD, EUR,11829630
11262, EUR, AUD,11830680.5
11263, USD, EUR,11831731
11264, EUR, AUD,11832781.5
11265, USD, EUR,11833832
11266, EUR, AUD,11834882.5
11267, USD, EUR,11835933
11268, EUR, AUD,11836983.5
11269, USD, EUR,11838034
11270, EUR, AUD,11839084.5
11271, USD, EUR,11840135
11272, EUR, AUD,11841185.5
11273, USD, EUR,11842236
11274, EUR, AUD,11843286.5
11275, USD, EUR,11844337
11276, EUR, AUD,11845387.5
11277, USD, EUR,11846438
11278, EUR, AUD,11847488.5
11279, USD, EUR,11848539
11280, EUR, AUD,11849589.5
11281, USD, EUR,11850640
11282, EUR, AUD,11851690.5
11283, USD, EUR,11852741
11284, EUR, AUD,11853791.5
11285, USD, EUR,11854842
11286, EUR, AUD,11855892.5
11287, USD, EUR,11856943
11288, EUR, AUD,11857993.5
11289, USD, EUR,11859044
11290, EUR, AUD,11860094.5
11291, USD, EUR,11861145
11292, EUR, AUD,11862195.5
11293, USD, EUR,11863246
11294, EUR, AUD,11864296.5
11295, USD, EUR,11865347
11296, EUR, AUD,11866397.5
11297, USD, EUR,11867448
11298, EUR, AUD,11868498.5
11299, USD, EUR,11869549
11300, EUR, AUD,11870599.5
11301, USD, EUR,11871650
11302, EUR, AUD,11872700.5
11303, USD, EUR,11873751
11304, EUR, AUD,11874801.5
11305, USD, EUR,11875852
11306, EUR, AUD,11876902.5
11307, USD, EUR,11877953
11308, EUR, AUD,11879003.5
11309, USD, EUR,11880054
11310, EUR, AUD,11881104.5
11311, USD, EUR,11882155
11312, EUR, AUD,11883205.5
11313, USD, EUR,11884256
11314, EUR, AUD,11885306.5
11315, USD, EUR,11886357
11316, EUR, AUD,11887407.5
11317, USD, EUR,11888458
11318, EUR, AUD,11889508.5
11319, USD, EUR,11890559
11320, EUR, AUD,11891609.5
11321, USD, EUR,11892660
11322, EUR, AUD,11893710.5
11323, USD, EUR,11894761
11324, EUR, AUD,11895811.5
11325, USD, EUR,11896862
11326, EUR, AUD,11897912.5
11327, USD, EUR,11898963
11328, EUR, AUD,11900013.5
11329, USD, EUR,11901064
11330, EUR, AUD,11902114.5
11331, USD, EUR,11903165
11332, EUR, AUD,11904215.5
11333, USD, EUR,11905266
11334, EUR, AUD,11906316.5
11335, USD, EUR,11907367
11336, EUR, AUD,11908417.5
11337, USD, EUR,11909468
11338, EUR, AUD,11910518.5
11339, USD, EUR,11911569
11340, EUR, AUD,11912619.5
11341, USD, EUR,11913670
11342, EUR, AUD,11914720.5
11343, USD, EUR,11915771
11344, EUR, AUD,11916821.5
11345, USD, EUR,11917872
11346, EUR, AUD,11918922.5
11347, USD, EUR,11919973
11348, EUR, AUD,11921023.5
11349, USD, EUR,11922074
11350, EUR, AUD,11923124.5
11351, USD, EUR,11924175
11352, EUR, AUD,11925225.5
11353, USD, EUR,11926276
11354, EUR, AUD,11927326.5
11355, USD, EUR,11928377
11356, EUR, AUD,11929427.5
11357, USD, EUR,11930478
11358, EUR, AUD,11931528.5
11359, USD, EUR,11932579
11360, EUR, AUD,11933629.5
11361, USD, EUR,11934680
11362, EUR, AUD,11935730.5
11363, USD, EUR,11936781
11364, EUR, AUD,11937831.5
11365, USD, EUR,11938882
11366, EUR, AUD,11939932.5
11367, USD, EUR,11940983
11368, EUR, AUD,11942033.5
11369, USD, EUR,11943084
11370, EUR, AUD,11944134.5
11371, USD, EUR,11945185
11372, EUR, AUD,11946235.5
11373, USD, EUR,11947286
11374, EUR, AUD,11948336.5
11375, USD, EUR,11949387
11376, EUR, AUD,11950437.5
11377, USD, EUR,11951488
11378, EUR, AUD,11952538.5
11379, USD, EUR,11953589
11380, EUR, AUD,11954639.5
11381, USD, EUR,11955690
11382, EUR, AUD,11956740.5
11383, USD, EUR,11957791
11384, EUR, AUD,11958841.5
11385, USD, EUR,11959892
11386, EUR, AUD,11960942.5
11387, USD, EUR,11961993
11388, EUR, AUD,11963043.5
11389, USD, EUR,11964094
11390, EUR, AUD,11965144.5
11391, USD, EUR,11966195
11392, EUR, AUD,11967245.5
11393, USD, EUR,11968296
11394, EUR, AUD,11969346.5
11395, USD, EUR,11970397
11396, EUR, AUD,11971447.5
11397, USD, EUR,11972498
11398, EUR, AUD,11973548.5
11399, USD, EUR,11974599
11400, EUR, AUD,11975649.5
11401, USD, EUR,11976700
11402, EUR, AUD,11977750.5
11403, USD, EUR,11978801
11404, EUR, AUD,11979851.5
11405, USD, EUR,11980902
11406, EUR, AUD,11981952.5
11407, USD, EUR,11983003
11408, EUR, AUD,11984053.5
11409, USD, EUR,11985104
11410, EUR, AUD,11986154.5
11411, USD, EUR,11987205
11412, EUR, AUD,11988255.5
11413, USD, EUR,11989306
11414, EUR, AUD,11990356.5
11415, USD, EUR,11991407
11416, EUR, AUD,11992457.5
11417, USD, EUR,11993508
11418, EUR, AUD,11994558.5
11419, USD, EUR,11995609
11420, EUR, AUD,11996659.5
11421, USD, EUR,11997710
11422, EUR, AUD,11998760.5
11423, USD, EUR,11999811
11424, EUR, AUD,12000861.5
11425, USD, EUR,12001912
11426, EUR, AUD,12002962.5
11427, USD, EUR,12004013
11428, EUR, AUD,12005063.5
11429, USD, EUR,12006114
11430, EUR, AUD,12007164.5
11431, USD, EUR,12008215
11432, EUR, AUD,12009265.5
11433, USD, EUR,12010316
11434, EUR, AUD,12011366.5
11435, USD, EUR,12012417
11436, EUR, AUD,12013467.5
11437, USD, EUR,12014518
11438, EUR, AUD,12015568.5
11439, USD, EUR,12016619
11440, EUR, AUD,12017669.5
11441, USD, EUR,12018720
11442, EUR, AUD,12019770.5
11443, USD, EUR,12020821
11444, EUR, AUD,12021871.5
11445, USD, EUR,12022922
11446, EUR, AUD,12023972.5
11447, USD, EUR,12025023
11448, EUR, AUD,12026073.5
11449, USD, EUR,12027124
11450, EUR, AUD,12028174.5
11451, USD, EUR,12029225
11452, EUR, AUD,12030275.5
11453, USD, EUR,12031326
11454, EUR, AUD,12032376.5
11455, USD, EUR,12033427
11456, EUR, AUD,12034477.5
11457, USD, EUR,12035528
11458, EUR, AUD,12036578.5
11459, USD, EUR,12037629
11460, EUR, AUD,12038679.5
11461, USD, EUR,12039730
11462, EUR, AUD,12040780.5
11463, USD, EUR,12041831
11464, EUR, AUD,12042881.5
11465, USD, EUR,12043932
11466, EUR, AUD,12044982.5
11467, USD, EUR,12046033
11468, EUR, AUD,12047083.5
11469, USD, EUR,12048134
11470, EUR, AUD,12049184.5
11471, USD, EUR,12050235
11472, EUR, AUD,12051285.5
11473, USD, EUR,12052336
11474, EUR, AUD,12053386.5
11475, USD, EUR,12054437
11476, EUR, AUD,12055487.5
11477, USD, EUR,12056538
11478, EUR, AUD,12057588.5
11479, USD, EUR,12058639
11480, EUR, AUD,12059689.5
11481, USD, EUR,12060740
11482, EUR, AUD,12061790.5
11483, USD, EUR,12062841
11484, EUR, AUD,12063891.5
11485, USD, EUR,12064942
11486, EUR, AUD,12065992.5
11487, USD, EUR,12067043
11488, EUR, AUD,12068093.5
11489, USD, EUR,12069144
11490, EUR, AUD,12070194.5
11491, USD, EUR,12071245
11492, EUR, AUD,12072295.5
11493, USD, EUR,12073346
11494, EUR, AUD,12074396.5
11495, USD, EUR,12075447
11496, EUR, AUD,12076497.5
11497, USD, EUR,12077548
11498, EUR, AUD,12078598.5
11499, USD, EUR,12079649
11500, EUR, AUD,12080699.5
11501, USD, EUR,12081750
11502, EUR, AUD,12082800.5
11503, USD, EUR,12083851
11504, EUR, AUD,12084901.5
11505, USD, EUR,12085952
11506, EUR, AUD,12087002.5
11507, USD, EUR,12088053
11508, EUR, AUD,12089103.5
11509, USD, EUR,12090154
11510, EUR, AUD,12091204.5
11511, USD, EUR,12092255
11512, EUR, AUD,12093305.5
11513, USD, EUR,12094356
11514, EUR, AUD,12095406.5
11515, USD, EUR,12096457
11516, EUR, AUD,12097507.5
11517, USD, EUR,12098558
11518, EUR, AUD,12099608.5
11519, USD, EUR,12100659
11520, EUR, AUD,12101709.5
11521, USD, EUR,12102760
11522, EUR, AUD,12103810.5
11523, USD, EUR,12104861
11524, EUR, AUD,12105911.5
11525, USD, EUR,12106962
11526, EUR, AUD,12108012.5
11527, USD, EUR,12109063
11528, EUR, AUD,12110113.5
11529, USD, EUR,12111164
11530, EUR, AUD,12112214.5
11531, USD, EUR,12113265
11532, EUR, AUD,12114315.5
11533, USD, EUR,12115366
11534, EUR, AUD,12116416.5
11535, USD, EUR,12117467
11536, EUR, AUD,12118517.5
11537, USD, EUR,12119568
11538, EUR, AUD,12120618.5
11539, USD, EUR,12121669
11540, EUR, AUD,12122719.5
11541, USD, EUR,12123770
11542, EUR, AUD,12124820.5
11543, USD, EUR,12125871
11544, EUR, AUD,12126921.5
11545, USD, EUR,12127972
11546, EUR, AUD,12129022.5
11547, USD, EUR,12130073
11548, EUR, AUD,12131123.5
11549, USD, EUR,12132174
11550, EUR, AUD,12133224.5
11551, USD, EUR,12134275
11552, EUR, AUD,12135325.5
11553, USD, EUR,12136376
11554, EUR, AUD,12137426.5
11555, USD, EUR,12138477
11556, EUR, AUD,12139527.5
11557, USD, EUR,12140578
11558, EUR, AUD,12141628.5
11559, USD, EUR,12142679
11560, EUR, AUD,12143729.5
11561, USD, EUR,12144780
11562, EUR, AUD,12145830.5
11563, USD, EUR,12146881
11564, EUR, AUD,12147931.5
11565, USD, EUR,12148982
11566, EUR, AUD,12150032.5
11567, USD, EUR,12151083
11568, EUR, AUD,12152133.5
11569, USD, EUR,12153184
11570, EUR, AUD,12154234.5
11571, USD, EUR,12155285
11572, EUR, AUD,12156335.5
11573, USD, EUR,12157386
11574, EUR, AUD,12158436.5
11575, USD, EUR,12159487
11576, EUR, AUD,12160537.5
11577, USD, EUR,12161588
11578, EUR, AUD,12162638.5
11579, USD, EUR,12163689
11580, EUR, AUD,12164739.5
11581, USD, EUR,12165790
11582, EUR, AUD,12166840.5
11583, USD, EUR,12167891
11584, EUR, AUD,12168941.5
11585, USD, EUR,12169992
11586, EUR, AUD,12171042.5
11587, USD, EUR,12172093
11588, EUR, AUD,12173143.5
11589, USD, EUR,12174194
11590, EUR, AUD,12175244.5
11591, USD, EUR,12176295
11592, EUR, AUD,12177345.5
11593, USD, EUR,12178396
11594, EUR, AUD,12179446.5
11595, USD, EUR,12180497
11596, EUR, AUD,12181547.5
11597, USD, EUR,12182598
11598, EUR, AUD,12183648.5
11599, USD, EUR,12184699
11600, EUR, AUD,12185749.5
11601, USD, EUR,12186800
11602, EUR, AUD,12187850.5
11603, USD, EUR,12188901
11604, EUR, AUD,12189951.5
11605, USD, EUR,12191002
11606, EUR, AUD,12192052.5
11607, USD, EUR,12193103
11608, EUR, AUD,12194153.5
11609, USD, EUR,12195204
11610, EUR, AUD,12196254.5
11611, USD, EUR,12197305
11612, EUR, AUD,12198355.5
11613, USD, EUR,12199406
11614, EUR, AUD,12200456.5
11615, USD, EUR,12201507
11616, EUR, AUD,12202557.5
11617, USD, EUR,12203608
11618, EUR, AUD,12204658.5
11619, USD, EUR,12205709
11620, EUR, AUD,12206759.5
11621, USD, EUR,12207810
11622, EUR, AUD,12208860.5
11623, USD, EUR,12209911
11624, EUR, AUD,12210961.5
11625, USD, EUR,12212012
11626, EUR, AUD,12213062.5
11627, USD, EUR,12214113
11628, EUR, AUD,12215163.5
11629, USD, EUR,12216214
11630, EUR, AUD,12217264.5
11631, USD, EUR,12218315
11632, EUR, AUD,12219365.5
11633, USD, EUR,12220416
11634, EUR, AUD,12221466.5
11635, USD, EUR,12222517
11636, EUR, AUD,12223567.5
11637, USD, EUR,12224618
11638, EUR, AUD,12225668.5
11639, USD, EUR,12226719
11640, EUR, AUD,12227769.5
11641, USD, EUR,12228820
11642, EUR, AUD,12229870.5
11643, USD, EUR,12230921
11644, EUR, AUD,12231971.5
11645, USD, EUR,12233022
11646, EUR, AUD,12234072.5
11647, USD, EUR,12235123
11648, EUR, AUD,12236173.5
11649, USD, EUR,12237224
11650, EUR, AUD,12238274.5
11651, USD, EUR,12239325
11652, EUR, AUD,12240375.5
11653, USD, EUR,12241426
11654, EUR, AUD,12242476.5
11655, USD, EUR,12243527
11656, EUR, AUD,12244577.5
11657, USD, EUR,12245628
11658, EUR, AUD,12246678.5
11659, USD, EUR,12247729
11660, EUR, AUD,12248779.5
11661, USD, EUR,12249830
11662, EUR, AUD,12250880.5
11663, USD, EUR,12251931
11664, EUR, AUD,12252981.5
11665, USD, EUR,12254032
11666, EUR, AUD,12255082.5
11667, USD, EUR,12256133
11668, EUR, AUD,12257183.5
11669, USD, EUR,12258234
11670, EUR, AUD,12259284.5
11671, USD, EUR,12260335
11672, EUR, AUD,12261385.5
11673, USD, EUR,12262436
11674, EUR, AUD,12263486.5
11675, USD, EUR,12264537
11676, EUR, AUD,12265587.5
11677, USD, EUR,12266638
11678, EUR, AUD,12267688.5
11679, USD, EUR,12268739
11680, EUR, AUD,12269789.5
11681, USD, EUR,12270840
11682, EUR, AUD,12271890.5
11683, USD, EUR,12272941
11684, EUR, AUD,12273991.5
11685, USD, EUR,12275042
11686, EUR, AUD,12276092.5
11687, USD, EUR,12277143
11688, EUR, AUD,12278193.5
11689, USD, EUR,12279244
11690, EUR, AUD,12280294.5
11691, USD, EUR,12281345
11692, EUR, AUD,12282395.5
11693, USD, EUR,12283446
11694, EUR, AUD,12284496.5
11695, USD, EUR,12285547
11696, EUR, AUD,12286597.5
11697, USD, EUR,12287648
11698, EUR, AUD,12288698.5
11699, USD, EUR,12289749
11700, EUR, AUD,12290799.5
11701, USD, EUR,12291850
11702, EUR, AUD,12292900.5
11703, USD, EUR,12293951
11704, EUR, AUD,12295001.5
11705, USD, EUR,12296052
11706, EUR, AUD,12297102.5
11707, USD, EUR,12298153
11708, EUR, AUD,12299203.5
11709, USD, EUR,12300254
11710, EUR, AUD,12301304.5
11711, USD, EUR,12302355
11712, EUR, AUD,12303405.5
11713, USD, EUR,12304456
11714, EUR, AUD,12305506.5
11715, USD, EUR,12306557
11716, EUR, AUD,12307607.5
11717, USD, EUR,12308658
11718, EUR, AUD,12309708.5
11719, USD, EUR,12310759
11720, EUR, AUD,12311809.5
11721, USD, EUR,12312860
11722, EUR, AUD,12313910.5
11723, USD, EUR,12314961
11724, EUR, AUD,12316011.5
11725, USD, EUR,12317062
11726, EUR, AUD,12318112.5
11727, USD, EUR,12319163
11728, EUR, AUD,12320213.5
11729, USD, EUR,12321264
11730, EUR, AUD,12322314.5
11731, USD, EUR,12323365
11732, EUR, AUD,12324415.5
11733, USD, EUR,12325466
11734, EUR, AUD,12326516.5
11735, USD, EUR,12327567
11736, EUR, AUD,12328617.5
11737, USD, EUR,12329668
11738, EUR, AUD,12330718.5
11739, USD, EUR,12331769
11740, EUR, AUD,12332819.5
11741, USD, EUR,12333870
11742, EUR, AUD,12334920.5
11743, USD, EUR,12335971
11744, EUR, AUD,12337021.5
11745, USD, EUR,12338072
11746, EUR, AUD,12339122.5
11747, USD, EUR,12340173
11748, EUR, AUD,12341223.5
11749, USD, EUR,12342274
11750, EUR, AUD,12343324.5
11751, USD, EUR,12344375
11752, EUR, AUD,12345425.5
11753, USD, EUR,12346476
11754, EUR, AUD,12347526.5
11755, USD, EUR,12348577
11756, EUR, AUD,12349627.5
11757, USD, EUR,12350678
11758, EUR, AUD,12351728.5
11759, USD, EUR,12352779
11760, EUR, AUD,12353829.5
11761, USD, EUR,12354880
11762, EUR, AUD,12355930.5
11763, USD, EUR,12356981
11764, EUR, AUD,12358031.5
11765, USD, EUR,12359082
11766, EUR, AUD,12360132.5
11767, USD, EUR,12361183
11768, EUR, AUD,12362233.5
11769, USD, EUR,12363284
11770, EUR, AUD,12364334.5
11771, USD, EUR,12365385
11772, EUR, AUD,12366435.5
11773, USD, EUR,12367486
11774, EUR, AUD,12368536.5
11775, USD, EUR,12369587
11776, EUR, AUD,12370637.5
11777, USD, EUR,12371688
11778, EUR, AUD,12372738.5
11779, USD, EUR,12373789
11780, EUR, AUD,12374839.5
11781, USD, EUR,12375890
11782, EUR, AUD,12376940.5
11783, USD, EUR,12377991
11784, EUR, AUD,12379041.5
11785, USD, EUR,12380092
11786, EUR, AUD,12381142.5
11787, USD, EUR,12382193
11788, EUR, AUD,12383243.5
11789, USD, EUR,12384294
11790, EUR, AUD,12385344.5
11791, USD, EUR,12386395
11792, EUR, AUD,12387445.5
11793, USD, EUR,12388496
11794, EUR, AUD,12389546.5
11795, USD, EUR,12390597
11796, EUR, AUD,12391647.5
11797, USD, EUR,12392698
11798, EUR, AUD,12393748.5
11799, USD, EUR,12394799
11800, EUR, AUD,12395849.5
11801, USD, EUR,12396900
11802, EUR, AUD,12397950.5
11803, USD, EUR,12399001
11804, EUR, AUD,12400051.5
11805, USD, EUR,12401102
11806, EUR, AUD,12402152.5
11807, USD, EUR,12403203
11808, EUR, AUD,12404253.5
11809, USD, EUR,12405304
11810, EUR, AUD,12406354.5
11811, USD, EUR,12407405
11812, EUR, AUD,12408455.5
11813, USD, EUR,12409506
11814, EUR, AUD,12410556.5
11815, USD, EUR,12411607
11816, EUR, AUD,12412657.5
11817, USD, EUR,12413708
11818, EUR, AUD,12414758.5
11819, USD, EUR,12415809
11820, EUR, AUD,12416859.5
11821, USD, EUR,12417910
11822, EUR, AUD,12418960.5
11823, USD, EUR,12420011
11824, EUR, AUD,12421061.5
11825, USD, EUR,12422112
11826, EUR, AUD,12423162.5
11827, USD, EUR,12424213
11828, EUR, AUD,12425263.5
11829, USD, EUR,12426314
11830, EUR, AUD,12427364.5
11831, USD, EUR,12428415
11832, EUR, AUD,12429465.5
11833, USD, EUR,12430516
11834, EUR, AUD,12431566.5
11835, USD, EUR,12432617
11836, EUR, AUD,12433667.5
11837, USD, EUR,12434718
11838, EUR, AUD,12435768.5
11839, USD, EUR,12436819
11840, EUR, AUD,12437869.5
11841, USD, EUR,12438920
11842, EUR, AUD,12439970.5
11843, USD, EUR,12441021
11844, EUR, AUD,12442071.5
11845, USD, EUR,12443122
11846, EUR, AUD,12444172.5
11847, USD, EUR,12445223
11848, EUR, AUD,12446273.5
11849, USD, EUR,12447324
11850, EUR, AUD,12448374.5
11851, USD, EUR,12449425
11852, EUR, AUD,12450475.5
11853, USD, EUR,12451526
11854, EUR, AUD,12452576.5
11855, USD, EUR,12453627
11856, EUR, AUD,12454677.5
11857, USD, EUR,12455728
11858, EUR, AUD,12456778.5
11859, USD, EUR,12457829
11860, EUR, AUD,12458879.5
11861, USD, EUR,12459930
11862, EUR, AUD,12460980.5
11863, USD, EUR,12462031
11864, EUR, AUD,12463081.5
11865, USD, EUR,12464132
11866, EUR, AUD,12465182.5
11867, USD, EUR,12466233
11868, EUR, AUD,12467283.5
11869, USD, EUR,12468334
11870, EUR, AUD,12469384.5
11871, USD, EUR,12470435
11872, EUR, AUD,12471485.5
11873, USD, EUR,12472536
11874, EUR, AUD,12473586.5
11875, USD, EUR,12474637
11876, EUR, AUD,12475687.5
11877, USD, EUR,12476738
11878, EUR, AUD,12477788.5
11879, USD, EUR,12478839
11880, EUR, AUD,12479889.5
11881, USD, EUR,12480940
11882, EUR, AUD,12481990.5
11883, USD, EUR,12483041
11884, EUR, AUD,12484091.5
11885, USD, EUR,12485142
11886, EUR, AUD,12486192.5
11887, USD, EUR,12487243
11888, EUR, AUD,12488293.5
11889, USD, EUR,12489344
11890, EUR, AUD,12490394.5
11891, USD, EUR,12491445
11892, EUR, AUD,12492495.5
11893, USD, EUR,12493546
11894, EUR, AUD,12494596.5
11895, USD, EUR,12495647
11896, EUR, AUD,12496697.5
11897, USD, EUR,12497748
11898, EUR, AUD,12498798.5
11899, USD, EUR,12499849
11900, EUR, AUD,12500899.5
11901, USD, EUR,12501950
11902, EUR, AUD,12503000.5
11903, USD, EUR,12504051
11904, EUR, AUD,12505101.5
11905, USD, EUR,12506152
11906, EUR, AUD,12507202.5
11907, USD, EUR,12508253
11908, EUR, AUD,12509303.5
11909, USD, EUR,12510354
11910, EUR, AUD,12511404.5
11911, USD, EUR,12512455
11912, EUR, AUD,12513505.5
11913, USD, EUR,12514556
11914, EUR, AUD,12515606.5
11915, USD, EUR,12516657
11916, EUR, AUD,12517707.5
11917, USD, EUR,12518758
11918, EUR, AUD,12519808.5
11919, USD, EUR,12520859
11920, EUR, AUD,12521909.5
11921, USD, EUR,12522960
11922, EUR, AUD,12524010.5
11923, USD, EUR,12525061
11924, EUR, AUD,12526111.5
11925, USD, EUR,12527162
11926, EUR, AUD,12528212.5
11927, USD, EUR,12529263
11928, EUR, AUD,12530313.5
11929, USD, EUR,12531364
11930, EUR, AUD,12532414.5
11931, USD, EUR,12533465
11932, EUR, AUD,12534515.5
11933, USD, EUR,12535566
11934, EUR, AUD,12536616.5
11935, USD, EUR,12537667
11936, EUR, AUD,12538717.5
11937, USD, EUR,12539768
11938, EUR, AUD,12540818.5
11939, USD, EUR,12541869
